objectid,parentid,filename,title,creator,date,archival date,description,subject,source,finding aid,format original,format,digital collection,contributing institution,language,rights,rightsstatement,notes,identifier,musicians,location,latitude,longitude,type,digital collection link,display_template,object_location,image_small,image_thumb
cheatham042,,ijcmg008_b001_mus001-064.pdf,"""Old folks"" handwritten lyric sheet","Adolphus ""Doc"" Cheatham",,undated,"3/4ths of a cream-colored page taped over pink page bound in a music manuscript book. At the top of the pink page is ""64"" and ""Willard Robison Remick"" written in black pen ink, with ""Old Folks"" written and with a box drawn around it in large letters in the center. The translucent cream-colored page has the song lyrics written in black ink on pencil-drawn lines, and through it can be seen the music for the piece written on the pink page in black marker ink. ""Old Folks"" (1938) was composed by Willard Robison and Dedette Lee Hill. The most famous recording is a 1961 version by Miles Davis. This is the only lyric sheet in this music manuscript book, and the taped page indicates that Cheatham both performed this piece on trumpet, then vocals.",handwritten score; old folks; lyric sheet; music manuscript; jazz musician; jazz singer; jazz trumpeter,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94068,lyric sheet,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_mus001-064,Miles Davis,,,,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_mus001-064.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_mus001-064_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_mus001-064_th.jpg
cheatham043,,ijcmg008_b001_mus001-index2a.pdf,Music manuscript book index,"Adolphus ""Doc"" Cheatham",,undated,"A loose page out of many indexing the charts in Doc Cheatham's music manuscript book. On this page, lines, 43 song titles, and corresponding numbers are written mostly in green marker ink, save for a few in blue pen ink, and one title in blue marker. The titles are written in two columns, beginning with ""Ain't Misbehavin,"" and ending with ""Let's Do It."" The first column of titles is in loose alphabetical order. One title in the left column and two titles in the right column has tape and ink over the original title. On an upside down box on the bottom of the page is printed ""Mike Michaels / Outdoor Promotions / 250 WEST 57TH ST. N.Y. 19 JUdson 2 1957.""",handwritten score; music manuscript; jazz musician; index; outdoor promotions,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94069,music manuscript,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_mus001-index2a,,,,,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_mus001-index2a.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_mus001-index2a_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_mus001-index2a_th.jpg
cheatham044,,ijcmg008_b001_rec001_index.pdf,Letter to Doc and index of old tapes,Donald Russell Connor,1966-06-19,19 June 1966,"Typewritten letter on two pages from Donald Russell ""Russ"" Connor (1921-2014), drummer and jazz historian, to Doc Cheatham. It is on top of two reels of tape in a green box, on the underside which is written ""Cab Calloway Records."" Connor congratulates Cheatham on a performance with Benny Goodman at the Rainbow Grill, then provides a tracklisting for the reels of tapes. These records are from 1931-4, and it seems Connor and Cheatham were going through old Calloway band records to identify which ones Cheatham played on. Connor writes that Track I includes trumpet playing from R.Q. Dickerson (1898-1951), Lamar Wright (1907-1793), Reuben Reeves (1905-1975), Edwin Swayzee (1906-1935), and Cheatham. Track II has trumpet playing from Wright, Swayzee, and Cheatham. The second page ends with Connor's signature. Connor was best known for cataloging works by Benny Goodman (1909-1986).",jazz records; reel recordings; typewritten letter; jazz musician; jazz history,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94070,typewritten letter,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_rec001_index,Donald Russell Connor; Cab Calloway; R.Q. Dickerson; Lamar Wright; Reuben Reeves; Edwin Swayzee,"Levittown, PA",40.1551,-74.8288,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_rec001_index.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_rec001_index_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_rec001_index_th.jpg
cheatham045,,ijcmg008_b001-lg002.jpg,Doc Cheatham with Wilbur de Paris's band in Nigeria,,1937,1937,"Doc Cheatham (center), a camera around his neck, smiles with Wilbur de Paris's (1900-1973) band on tour in Lagos, Nigeria. Several men stand outside in a crowd; a few are seen playing woodwind and brass instruments. In front of the men is a woman dancing, wearing a short-sleeved shirt, long skirt, and gele (head wrap). In the bottom right corner are traces of pencil marks; a clearer scan in Cheatham's I Guess I'll Get the Papers and Go Home, reveals that this says ""Lagos, Nigeria  3/14/37.""","jazz band; lagos, nigeria; gele","Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94071,sepia photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001-lg002,Wilbur de Paris,"Lagos, Nigeria",6.465422,3.406448,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001-lg002.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001-lg002_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001-lg002_th.jpg
cheatham046,,ijcmg008_b001-poster001.jpg,Art of various jazz musicians,Ron Lewis,,undated,"Poster art lithograph of jazz musicians painted by Ron Lewis with a white border. Lionel Hampton (1908-2002), Al Grey (1925-2000), Milt Hinton (1910-2000), Harry ""Sweets"" Edison (1915-1999), Doc Cheatham (1905-1997), and James Moody (1925-2010) with their instruments are depicted in bright colors. The bottom border of the poster has ""A.E. 49/54"" and signatures from Lewis, as well as the nine musicians, written in grey pencil.",jazz musicians; poster art print; ron lewis; signed poster,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94072,poster,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001-poster001,"Lionel Hampton; Al Grey; Milt Hinton; Harry ""Sweets"" Edison; James Moody",,,,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001-poster001.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001-poster001_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001-poster001_th.jpg
cheatham047,,ijcmg008_b001-poster002.jpg,Doc Cheatham 90th birthday poster,,1995,1995,"Black and white poster created for Doc Cheatham's 90th birthday celebration. At the top is printed ""Adolphus 'Doc' Cheatham Ninetieth Birthday Celebration."" Below is a photograph of a young Cheatham in a suit holding a saxophone with a coronet on a stand next to him taken at Lincoln Elementary, Nashville, Tennessee. At the bottom is printed ""Sweet Basil, New York June 13th, 1995."" In his autobiography, I Guess I'll Get the Papers and Go Home, Cheatham writes ""At the age of fourteen I took up the cornet through...'Bright Future Stars'...organized by Mr Meredith, Dean at the Philips Chapel at Nashville"" (pg. 5).",jazz musician; portrait; saxophone; cornet; birthday celebration; bright future stars,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94073,black and white photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Seen in ijcmg008_b001_f006-014.jpg,ijcmg008_b001-poster002,,"New York City, New York",40.73061,-73.935242,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001-poster002.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001-poster002_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001-poster002_th.jpg
cheatham048,,ijcmg008_b001-poster003.jpg,Doc Cheatham portrait,Scott Sternbach,1985,1983-1987,"Doc Cheatham smiles while sitting on a wooden stool. He is angled toward the camera. Cheatham has dark curly hair, and wears a dress shirt, plaid blazer with pocket square, striped bowtie, slacks, socks, and dress shoes. His left hand, holding his trumpet, is crossed over his left hand, on which his wedding ring is visible. A Louis Armstrong pendant hangs from the trumpet. Photographer Scott Sternbach wrote ""I knew him pretty well as I was moonlighting as a bartender at Sweet Basil Jazz Club...It was a 4th flr walkup but that did not deter Doc on his 80th Birthday. I had invited him up to the studio one Sunday to create an image for a commemorative poster. If I recall we had a birthday cake and a small celebration in my studio. I really love that image and in particular the way the Louis Armstrong pendant [sic] hangs in just the right place off of the horn.""",jazz musician; portrait; louis armstrong pendant; trumpet; scott sternbach,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94074,black and white photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Information provided by correspondence with photographer Scott Sternbach,ijcmg008_b001-poster003,Louis Armstrong,"228 E 26th St New York, NY",40.7401741,-73.9804602,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001-poster003.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001-poster003_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001-poster003_th.jpg
cheatham049,,jazzfestf10-001.jpg,Doc Cheatham [1],UI Photo Services,1989,1989,"10"" x 8"" black and white photograph. Doc Cheatham performing at the 1989 Lionel Hampton-Chevron Jazz Festival.",jazz musician; trumpet; lionel hampton jazz festival; university of idaho,"Lionel Hampton Jazz Festival Office records and Collection on Jazz, 1940-2023, IJC MG 23, Unviersity of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv700605,black and white photograph,image/jpeg,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,jazzfestf10-001,,University of Idaho,46.72941543,-117.0126942,Image;StillImage,https://www.lib.uidaho.edu/digital/jazzfest/items/jazzfest78.html,image,https://objects.lib.uidaho.edu/cheatham/jazzfestf10-001.jpg,https://objects.lib.uidaho.edu/cheatham/small/jazzfestf10-001_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/jazzfestf10-001_th.jpg
cheatham050,,lhijf1989-prog.pdf,22nd Annual Lionel Hampton-Chevron Jazz Festival Program,Jazz Festival Office,1989,1989,"8.25""; x 10.75""; event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",lionel hampton jazz festival; program; university of idaho; jazz musician,"Lionel Hampton Jazz Festival Office records and Collection on Jazz, 1940-2023, IJC MG 23, Unviersity of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv700605,document,application/pdf,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,lhijf1989-prog,"Don Lanphere,; Phyllis Hyman; Air Force Band of the Pacific Northwest Jazz Ensemble &quot;A Touch of Blue&quot;; Wynton Marsalis; Carmen McRae; Eric Gunnison; Ray Brown Trio; Ray Brown; Gene Harris; Jeff Hamilton; Lionel Hampton Trombone Factory; Al Grey; All-Star Alute to Lionel Hampton; Lionel Hampton; Stan Getz; Doc Cheatham; Kenny Burrell; Lembit Saarsalu; Leonid Vintskevich; Ron McCroby",University of Idaho,46.72941543,-117.0126942,Text,https://www.lib.uidaho.edu/digital/jazzfest/items/jazzfest170.html,pdf,https://objects.lib.uidaho.edu/cheatham/lhijf1989-prog.pdf,https://objects.lib.uidaho.edu/cheatham/small/lhijf1989-prog_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/lhijf1989-prog_th.jpg
cheatham051,,jazzfestf10-002.jpg,Doc Cheatham [2],UI Photo Services,1989,1989,"8"" x 10"" black and white photograph. Doc Cheatham speaks into a microphone while holding his trumpet at the 1989 Lionel Hampton-Chevron Jazz Festival.",lionel hampton jazz festival; university of idaho; jazz musician,"Lionel Hampton Jazz Festival Office records and Collection on Jazz, 1940-2023, IJC MG 23, Unviersity of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv700605,black and white photograph,image/jpeg,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,jazzfestf10-002,,University of Idaho,46.72941543,-117.0126942,Image;StillImage,https://www.lib.uidaho.edu/digital/jazzfest/items/jazzfest142.html,image,https://objects.lib.uidaho.edu/cheatham/jazzfestf10-002.jpg,https://objects.lib.uidaho.edu/cheatham/small/jazzfestf10-002_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/jazzfestf10-002_th.jpg
cheatham052,,ijcmg008_b002-001a.jpg,Brigade Unlimited Buttonup,,,undated,A multicolored Brigade Unlimited short sleeve shirt with shirttail hem.,textile; clothing; shirt,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94074,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b002-001a,,,,,Image;StillImage,,multiple,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-001a.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-001a_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-001a_th.jpg
cheatham052a,cheatham052,ijcmg008_b002-001a.jpg,Brigade Unlimited Buttonup,,,,A multicolored Brigade Unlimited short sleeve shirt with shirttail hem.,textile; clothing; shirt,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94074,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b002-001a,,,,,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-001a.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-001a_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-001a_th.jpg
cheatham052b,cheatham052,ijcmg008_b002-001b.jpg,,,,,,,,,,image/jpeg,,,,,,,ijcmg008_b002-001b,,,,,,,,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-001b.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-001b_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-001b_th.jpg
cheatham052c,cheatham052,ijcmg008_b002-001c.jpg,,,,,,,,,,image/jpeg,,,,,,,ijcmg008_b002-001c,,,,,,,,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-001c.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-001c_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-001c_th.jpg
cheatham053,,ijcmg008_b002-002.jpg,Black Suspenders,,,undated,Black suspenders used for men's dress suit.,textile; clothing; suspenders,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94074,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b002-002,,,,,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-002.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-002_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-002_th.jpg
cheatham054,,ijcmg008_b002-003a.jpg,Rainbow Suspenders,,,undated,Navy blue suspenders with rainbow color hot air balloons motif.,textile; clothing; suspenders,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94074,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b002-003a,,,,,Image;StillImage,,multiple,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-003a.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-003a_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-003a_th.jpg
cheatham054a,cheatham054,ijcmg008_b002-003a.jpg,Rainbow Suspenders,,,undated,Navy blue suspenders with rainbow color hot air balloons motif.,textile; clothing; suspenders,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94074,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b002-003a,,,,,Image;StillImage,,multiple,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-003a.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-003a_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-003a_th.jpg
cheatham054b,cheatham054,ijcmg008_b002-003b.jpg,,,,,,,,,,image/jpeg,,,,,,,ijcmg008_b002-003b,,,,,,,,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-003b.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-003b_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-003b_th.jpg
cheatham054c,cheatham054,ijcmg008_b002-003c.jpg,,,,,,,,,,image/jpeg,,,,,,,ijcmg008_b002-003c,,,,,,,,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-003c.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-003c_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-003c_th.jpg
cheatham055,,ijcmg008_b002-004a.jpg,Bow Tie,,,undated,Bergdorf Goodman white bow tie.,textile; clothing; bow tie,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94074,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b002-004a,,,,,Image;StillImage,,multiple,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-004.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-004_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-004_th.jpg
cheatham055a,cheatham055,ijcmg008_b002-004a.jpg,Bow Tie,,,undated,Bergdorf Goodman white bow tie.,textile; clothing; bow tie,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94074,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b002-004a,,,,,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-004.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-004_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-004_th.jpg
cheatham055b,cheatham055,ijcmg008_b002-004b.jpg,,,,,,,,,,image/jpeg,,,,,,,ijcmg008_b002-004b,,,,,,,,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-004b.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-004b_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-004b_th.jpg
cheatham056,,ijcmg008_b002-005.jpg,"Kangol, Exmoor Hat",,,undated,"Kangol, Exmoor style olive green poplin cap.",textile; clothing; hat,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94074,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b002-005,,,,,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-005.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-005_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-005_th.jpg
cheatham057,,ijcmg008_b002-006.jpg,Knit Maker Inverness Scotland cap,,,undated,Knit Maker Inverness Scotland green and brown wool cap.,textile; clothing; hat,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94074,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b002-006,,,,,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-006.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-006_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-006_th.jpg
cheatham058,,ijcmg008_b002-007.jpg,Tuxedo,,,undated,"Supreme Men's Shop, Broadway New York black wool tuxedo jacket with Palm Beach Formal Fashions black wool tuxedo trousers.",textile; clothing; tuxedo,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94074,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b002-007,,,,,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b002-007.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b002-007_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b002-007_th.jpg
