objectid,parentid,filename,title,description,creator,date,date is approximate,subject,location,location-address,latitude,longitude,source,identifier,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
fitzgerald0039a,fitzgerald0039,ijcmg004_b002-002a.jpg,Ella Fitzgerald's wide-brimmed organza hat ,Cream wide brimmed organza hat. ,Rex Inc. ,,,hats; milliner; organza; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b002-002a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-002a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-002a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-002a_th.jpg
fitzgerald0039b,fitzgerald0039,ijcmg004_b002-002b.jpg,,,,,,,,,,,,ijcmg004_b002-002b,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-002b.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-002b_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-002b_th.jpg
fitzgerald0039c,fitzgerald0039,ijcmg004_b002-002c.jpg,,,,,,,,,,,,ijcmg004_b002-002c,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-002c.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-002c_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-002c_th.jpg
fitzgerald0039d,fitzgerald0039,ijcmg004_b002-002d.jpg,,,,,,,,,,,,ijcmg004_b002-002d,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-002d.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-002d_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-002d_th.jpg
fitzgerald0039e,fitzgerald0039,ijcmg004_b002-002e.jpg,,,,,,,,,,,,ijcmg004_b002-002e,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-002e.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-002e_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-002e_th.jpg
fitzgerald0040,,ijcmg004_b004-001a.jpg,"Ella Fitzgerald's dress, designed by Don Loper","Orange dress with green, pink, orange, and white floral details, designed by Don Loper","Loper, Don (1906-1972)",,,dresses (garments); floral patterns; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b004-001a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b004-001a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b004-001a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b004-001a_th.jpg
fitzgerald0040a,fitzgerald0040,ijcmg004_b004-001a.jpg,"Ella Fitzgerald's dress, designed by Don Loper","Orange dress with green, pink, orange, and white floral details, designed by Don Loper","Loper, Don (1906-1972)",,,dresses (garments); floral patterns; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b004-001a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b004-001a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b004-001a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b004-001a_th.jpg
fitzgerald0040b,fitzgerald0040,ijcmg004_b004-001b.jpg,,,,,,,,,,,,ijcmg004_b004-001b,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b004-001b.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b004-001b_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b004-001b_th.jpg
fitzgerald0040c,fitzgerald0040,ijcmg004_b004-001c.jpg,,,,,,,,,,,,ijcmg004_b004-001c,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b004-001c.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b004-001c_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b004-001c_th.jpg
fitzgerald0040d,fitzgerald0040,ijcmg004_b004-001d.jpg,,,,,,,,,,,,ijcmg004_b004-001d,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b004-001d.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b004-001d_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b004-001d_th.jpg
fitzgerald0040e,fitzgerald0040,ijcmg004_b004-001e.jpg,,,,,,,,,,,,ijcmg004_b004-001e,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b004-001e.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b004-001e_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b004-001e_th.jpg
fitzgerald0040f,fitzgerald0040,ijcmg004_b004-001f.jpg,,,,,,,,,,,,ijcmg004_b004-001f,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b004-001f.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b004-001f_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b004-001f_th.jpg
fitzgerald0041,,ijcma_2021-15-001-001.jpg,Ella Fitzgerald with unidentified man in front of car ,Black and white photograph of Ella and an unidentified man in front of a car ,,,,black-and-white photographs; automobiles; picture frame glass,,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcma_2021-15-001-001,Image;StillImage,Black & white photograph,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcma_2021-15-001-001.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcma_2021-15-001-001_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcma_2021-15-001-001_th.jpg
fitzgerald0042,,ijcma_2021-15-001-002a.jpg,Commemorative Plaque from the Entertainment Channel,Invitation to a concert starring Ella Fitzgerald with the Nelson Riddle Orchestra in the form of a plaque from the Entertainment Channel ,The Entertainment Channel ,1981-12,,black-and-white photographs;decorative plaque,Anahein Marriot Hotel,"700 W Convention Way, Anaheim, CA 92802",33.79951346,-117.9184515,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcma_2021-15-001-002a,Image;StillImage,Plaque,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcma_2021-15-001-002a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcma_2021-15-001-002a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcma_2021-15-001-002a_th.jpg
fitzgerald0042a,fitzgerald0042,ijcma_2021-15-001-002a.jpg,Commemorative Plaque from the Entertainment Channel,Invitation to a concert starring Ella Fitzgerald with the Nelson Riddle Orchestra in the form of a plaque from the Entertainment Channel ,The Entertainment Channel ,1981-12,,black-and-white photographs;decorative plaque,Anahein Marriot Hotel,"700 W Convention Way, Anaheim, CA 92802",33.79951346,-117.9184515,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcma_2021-15-001-002a,Image;StillImage,Plaque,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcma_2021-15-001-002a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcma_2021-15-001-002a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcma_2021-15-001-002a_th.jpg
fitzgerald0042b,fitzgerald0042,ijcma_2021-15-001-002b.jpg,,,,,,,,,,,,ijcma_2021-15-001-002b,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcma_2021-15-001-002b.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcma_2021-15-001-002b_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcma_2021-15-001-002b_th.jpg
fitzgerald0042c,fitzgerald0042,ijcma_2021-15-001-002c.jpg,,,,,,,,,,,,ijcma_2021-15-001-002c,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcma_2021-15-001-002c.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcma_2021-15-001-002c_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcma_2021-15-001-002c_th.jpg
fitzgerald0042d,fitzgerald0042,ijcma_2021-15-001-002d.jpg,,,,,,,,,,,,ijcma_2021-15-001-002d,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcma_2021-15-001-002d.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcma_2021-15-001-002d_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcma_2021-15-001-002d_th.jpg
